"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Straße";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Name des Windparks";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"Nutzbare Speicherkapazität in kWh";"Technologie der Stromerzeugung";"Lage der Einheit";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Volleinspeisung oder Teileinspeisung";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Installierte Leistung der EEG-Anlage";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage";"Inbetriebnahmedatum der KWK-Anlage";"Elektrische KWK-Leistung";"Thermische Nutzleistung in kW"
"SEE907139896668";"1011495";"In Planung";"Wind";"3050";"3050";"";"14.9.2020";"Niedersachsen";"21787";"Oberndorf";"";"";"Oberndorf";"Flur3: 57";"03352042";"53,77914";"9,159979";"";"";"Oberndorf";"135";"101";"ENERCON GmbH";"E-101";"";"";"Horizontalläufer";"Windkraft an Land";"14.6.2021";"";"31.12.2021";"Windpark Infrastruktur Oberndorf Intern GmbH & Co. KG";"ABR922401550185";"Volleinspeisung";"SGE999726986722";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE935816087504";"Elchweiler WEA 2";"In Planung";"Wind";"3000";"3000";"";"18.9.2020";"Rheinland-Pfalz";"55765";"Elchweiler";"";"";"Heupweiler";"Flur 6, Flurstück 27/1 und 27/2";"07134022";"49,677888";"7,180012";"";"";"Windpark Elchweiler";"119";"112";"Vestas Deutschland GmbH";"V 112";"";"";"Horizontalläufer";"Windkraft an Land";"15.7.2021";"";"31.12.2021";"EE Windpark Elchweiler GmbH &Co. KG";"ABR939849088989";"Volleinspeisung";"SGE929688351962";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE991501667574";"SG-25 WEA7 E92";"In Planung";"Wind";"2350";"2350";"";"6.10.2020";"Nordrhein-Westfalen";"33189";"Schlangen";"";"";"Schlangen";"Flur 13: 41,42";"05766064";"51,803565";"8,874359";"";"";"Schlangen";"138,4";"92";"ENERCON GmbH";"E-92";"";"";"Horizontalläufer";"Windkraft an Land";"30.10.2023";"";"15.10.2025";"Montes Pullum GmbH & Co.KG";"ABR962038272746";"Volleinspeisung";"SGE900359992431";"Westfalen Weser Netz GmbH (SNB929881052512)";"SNB929881052512";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE990241670325";"WEA Wölsickendorf II";"In Planung";"Wind";"3300";"3300";"";"4.11.2020";"Brandenburg";"16259";"Höhenland";"";"";"Wölsickendorf";"1, Flurstück 239";"12064222";"52,752254";"13,939251";"";"";"Windpark Wölsickendorf II";"141,5";"117";"Vestas Deutschland GmbH";"V117";"";"";"Horizontalläufer";"Windkraft an Land";"14.4.2022";"";"1.3.2023";"enercity Windpark Wölsickendorf II GmbH & Co. KG";"ABR973916764345";"Volleinspeisung";"SGE986284922286";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE946359739195";"Hasel WEA 1";"In Planung";"Wind";"3300";"3300";"";"9.11.2020";"Baden-Württemberg";"79686";"Hasel";"";"";"Hasel";"Flurstück 2961";"08336034";"47,67255";"7,915938";"";"";"Windpark Hasel";"137";"126";"";"";"";"";"Horizontalläufer";"Windkraft an Land";"18.1.2021";"";"30.10.2022";"EnBW WindInvest GmbH & Co. KG";"ABR966933755045";"";"SGE976906538186";"naturenergie netze GmbH (SNB945502201350)";"SNB945502201350";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE997880419537";"Trianel Windpark Treis WEA 2";"In Planung";"Wind";"4200";"4200";"";"9.11.2020";"Rheinland-Pfalz";"56290";"Mörsdorf";"";"";"Mörsdorf";"Flur2: 8";"07140503";"50,127095";"7,310149";"";"";"Trianel Windpark Treis";"166";"150";"Vestas Deutschland GmbH";"V150-4.0/4.2 MW";"";"";"Horizontalläufer";"Windkraft an Land";"26.3.2024";"";"1.8.2025";"TAP Windpark Treis II GmbH & Co. KG";"ABR900499890093";"Volleinspeisung";"SGE922607125811";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE976656195110";"Trianel Windpark Treis WEA 3";"In Planung";"Wind";"4200";"4200";"";"9.11.2020";"Rheinland-Pfalz";"56290";"Mörsdorf";"";"";"Mörsdorf";"Flur 2: 13. Flur 36: 1-2";"07140503";"50,126342";"7,302299";"";"";"Trianel Windpark Treis";"166";"150";"Vestas Deutschland GmbH";"V150-4.0/4.2 MW";"";"";"Horizontalläufer";"Windkraft an Land";"26.3.2024";"";"1.8.2025";"TAP Windpark Treis II GmbH & Co. KG";"ABR900499890093";"Volleinspeisung";"SGE934626212410";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE955882152654";"Trianel Windpark Treis WEA 5";"In Planung";"Wind";"4200";"4200";"";"9.11.2020";"Rheinland-Pfalz";"56253";"Treis-Karden";"";"";"Treis";"Flur25: 1231-1";"07135072";"50,129571";"7,294321";"";"";"Trianel Windpark Treis";"166";"150";"Vestas Deutschland GmbH";"V150-4.0/4.2 MW";"";"";"Horizontalläufer";"Windkraft an Land";"26.3.2024";"";"1.8.2025";"TAP Windpark Treis II GmbH & Co. KG";"ABR900499890093";"Volleinspeisung";"SGE987595816288";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE906896360429";"WEA 3 - E126";"In Planung";"Wind";"4000";"4000";"";"9.11.2020";"Schleswig-Holstein";"25860";"Horstedt";"Engelsburger Weg";"unbekannt";"";"";"01054052";"54,516252";"9,102167";"";"";"BWP Horstedt";"96";"126";"ENERCON GmbH";"E126";"";"";"Horizontalläufer";"Windkraft an Land";"14.12.2021";"";"1.2.2023";"Bürgerwindpark Horstedt GmbH & Co. KG";"ABR947090274914";"Volleinspeisung";"SGE926453482418";"Schleswig-Holstein Netz AG (SNB919861978666)";"SNB919861978666";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE921481353617";"RFD05";"In Planung";"Wind";"3600";"3600";"";"18.11.2020";"Rheinland-Pfalz";"54421";"Reinsfeld";"";"";"Reinsfeld";"49: 001, 002";"07235114";"49,655283";"6,874416";"";"";"WP Hochwald HOW";"134";"131";"Nordex Energy GmbH";"N-131";"";"";"Horizontalläufer";"Windkraft an Land";"23.12.2021";"";"31.12.2022";"GAIA mbH";"ABR939457588048";"Volleinspeisung";"SGE945116303129";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE990026639639";"RFD08";"In Planung";"Wind";"3600";"3600";"";"20.11.2020";"Rheinland-Pfalz";"54421";"Reinsfeld";"";"";"Reinsfeld";"48: 033";"07235114";"49,661274";"6,884246";"";"";"Windpark Hochwald Block A";"134";"131";"Nordex Energy GmbH";"N-131";"";"";"Horizontalläufer";"Windkraft an Land";"23.12.2021";"";"31.12.2022";"GAIA mbH";"ABR939457588048";"Volleinspeisung";"SGE945116303129";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE921946843790";"RFD11";"In Planung";"Wind";"3600";"3600";"";"20.11.2020";"Rheinland-Pfalz";"54421";"Reinsfeld";"";"";"Reinsfeld";"48: 001";"07235114";"49,65665";"6,882742";"";"";"Windpark Hochwald Block A";"";"";"Nordex Energy GmbH";"N-131";"";"";"Horizontalläufer";"Windkraft an Land";"23.12.2021";"";"31.12.2022";"GAIA mbH";"ABR939457588048";"Volleinspeisung";"SGE962976340309";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE949424960449";"WEA HD 1";"In Planung";"Wind";"4200";"4200";"";"15.1.2021";"Brandenburg";"15936";"Dahme";"";"";"Heinsdorf";"Flur3: 116";"12072014";"51,91001";"13,330062";"";"";"Windpark Heinsdorf";"125";"150";"Vestas Deutschland GmbH";"V150-4.2MW";"";"";"Horizontalläufer";"Windkraft an Land";"1.2.2024";"";"31.12.2024";"Windpark Dahme II GmbH & Co. KG";"ABR992276038262";"";"SGE914844822370";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"";"Umspannebene Hochspannung/Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE983289715158";"WEA HD 2";"In Planung";"Wind";"4200";"4200";"";"15.1.2021";"Brandenburg";"15936";"Dahme";"";"";"Heinsdorf";"Flur3: 091";"12072014";"51,906809";"13,333263";"";"";"Windpark Heinsdorf";"125";"150";"Vestas Deutschland GmbH";"V150-4.2MW";"";"";"Horizontalläufer";"Windkraft an Land";"1.2.2024";"";"31.12.2024";"Windpark Dahme II GmbH & Co. KG";"ABR992276038262";"";"SGE914844822370";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"";"Umspannebene Hochspannung/Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE913629779212";"Wulkow-Trebnitz WEA01 V-150";"In Planung";"Wind";"4200";"4200";"";"11.12.2020";"Brandenburg";"15320";"Neuhardenberg";"";"";"Wulkow bei Trebnitz";"Flur5: 46";"12064340";"52,554047";"14,228042";"";"";"Windpark Wulkow bei Trebnitz";"166";"150";"Vestas Deutschland GmbH";"Vestas V-150-4.2MW";"";"";"Horizontalläufer";"Windkraft an Land";"21.5.2021";"";"1.5.2023";"Windpark Wulkow-Trebnitz GmbH & Co. KG";"ABR946628980761";"Volleinspeisung";"SGE902973748272";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE995202758128";"Wulkow-Trebnitz WEA02 V-150";"In Planung";"Wind";"4200";"4200";"";"11.12.2020";"Brandenburg";"15320";"Neuhardenberg";"";"";"Wulkow bei Trebnitz";"Flur5: 47";"12064340";"52,550638";"14,227148";"";"";"Windpark Wulkow bei Trebnitz";"166";"150";"Vestas Deutschland GmbH";"Vestas V-150-4.2MW";"";"";"Horizontalläufer";"Windkraft an Land";"21.5.2021";"";"1.5.2023";"Windpark Wulkow-Trebnitz GmbH & Co. KG";"ABR946628980761";"Volleinspeisung";"SGE985057600840";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE969409615058";"Wulkow-Trebnitz WEA03 V-150";"In Planung";"Wind";"4200";"4200";"";"11.12.2020";"Brandenburg";"15320";"Neuhardenberg";"";"";"Wulkow bei Trebnitz";"Flur5: 12";"12064340";"52,556833";"14,219944";"";"";"Windpark Wulkow bei Trebnitz";"166";"150";"Vestas Deutschland GmbH";"Vestas V-150-4.2MW";"";"";"Horizontalläufer";"Windkraft an Land";"21.5.2021";"";"1.5.2023";"Windpark Wulkow-Trebnitz GmbH & Co. KG";"ABR946628980761";"Volleinspeisung";"SGE941196963475";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE920883289562";"Wulkow-Trebnitz WEA04 V-150";"In Planung";"Wind";"4200";"4200";"";"11.12.2020";"Brandenburg";"15320";"Neuhardenberg";"";"";"Wulkow bei Trebnitz";"Flur5: 62";"12064340";"52,553133";"14,234527";"";"";"Windpark Wulkow bei Trebnitz";"166";"150";"Vestas Deutschland GmbH";"Vestas V-150-4.2MW";"";"";"Horizontalläufer";"Windkraft an Land";"21.5.2021";"";"1.5.2023";"Windpark Wulkow-Trebnitz GmbH & Co. KG";"ABR946628980761";"Volleinspeisung";"SGE977693265217";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE902811390083";"WEA Niederasphe 01";"In Planung";"Wind";"5700";"5700";"";"11.12.2020";"Hessen";"35117";"Münchhausen";"";"";"Niederasphe";"Flur10: 011";"06534015";"50,956803";"8,66713";"";"";"Windpark Niederasphe";"164";"163";"Nordex Germany GmbH";"N163-5.7 MW";"";"";"Horizontalläufer";"Windkraft an Land";"27.9.2023";"";"31.12.2024";"UKA Umweltgerechte Kraftanlagen GmbH & Co. KG";"ABR999408386086";"Volleinspeisung";"SGE913655693483";"EAM Netz GmbH (SNB971311555230)";"SNB971311555230";"";"Umspannebene Hochspannung/Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE929073578448";"WEA Niederasphe 02";"In Planung";"Wind";"5700";"5700";"";"11.12.2020";"Hessen";"35117";"Münchhausen";"";"";"Niederasphe";"Flur12: 025";"06534015";"50,95471";"8,674392";"";"";"Windpark Niederasphe";"164";"163";"Nordex Germany GmbH";"N163-5.7 MW";"";"";"Horizontalläufer";"Windkraft an Land";"27.9.2023";"";"31.12.2024";"UKA Umweltgerechte Kraftanlagen GmbH & Co. KG";"ABR999408386086";"Volleinspeisung";"SGE913655693483";"EAM Netz GmbH (SNB971311555230)";"SNB971311555230";"";"Umspannebene Hochspannung/Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE957406696132";"WEA Niederasphe 03";"In Planung";"Wind";"5700";"5700";"";"11.12.2020";"Hessen";"35117";"Münchhausen";"";"";"Niederasphe";"Flur12: 040, 041";"06534015";"50,954803";"8,681752";"";"";"Windpark Niederasphe";"164";"163";"Nordex Germany GmbH";"N163-5.7 MW";"";"";"Horizontalläufer";"Windkraft an Land";"27.9.2023";"";"31.12.2024";"UKA Umweltgerechte Kraftanlagen GmbH & Co. KG";"ABR999408386086";"Volleinspeisung";"SGE913655693483";"EAM Netz GmbH (SNB971311555230)";"SNB971311555230";"";"Umspannebene Hochspannung/Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE961563939698";"WEA Niederasphe 04";"In Planung";"Wind";"5700";"5700";"";"11.12.2020";"Hessen";"35117";"Münchhausen";"";"";"Münchhausen";"Flur21: 014";"06534015";"50,955586";"8,69204";"";"";"Windpark Niederasphe";"164";"163";"Nordex Germany GmbH";"N163-5.7 MW";"";"";"Horizontalläufer";"Windkraft an Land";"27.9.2023";"";"31.12.2024";"UKA Umweltgerechte Kraftanlagen GmbH & Co. KG";"ABR999408386086";"Volleinspeisung";"SGE913655693483";"EAM Netz GmbH (SNB971311555230)";"SNB971311555230";"";"Umspannebene Hochspannung/Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE903232888302";"WEA Niederasphe 05";"In Planung";"Wind";"5700";"5700";"";"11.12.2020";"Hessen";"35117";"Münchhausen";"";"";"Wollmar";"Flur19: 039, 041";"06534015";"50,958805";"8,675545";"";"";"Windpark Niederasphe";"164";"163";"Nordex Germany GmbH";"N163-5.7 MW";"";"";"Horizontalläufer";"Windkraft an Land";"27.9.2023";"";"31.12.2024";"UKA Umweltgerechte Kraftanlagen GmbH & Co. KG";"ABR999408386086";"Volleinspeisung";"SGE913655693483";"EAM Netz GmbH (SNB971311555230)";"SNB971311555230";"";"Umspannebene Hochspannung/Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE904914194827";"WEA Niederasphe 06";"In Planung";"Wind";"5700";"5700";"";"11.12.2020";"Hessen";"35117";"Münchhausen";"";"";"Niederasphe";"Flur13: 002";"06534015";"50,950832";"8,679886";"";"";"Windpark Niederasphe";"164";"163";"Nordex Germany GmbH";"N163-5.7 MW";"";"";"Horizontalläufer";"Windkraft an Land";"27.9.2023";"";"31.12.2024";"UKA Umweltgerechte Kraftanlagen GmbH & Co. KG";"ABR999408386086";"Volleinspeisung";"SGE913655693483";"EAM Netz GmbH (SNB971311555230)";"SNB971311555230";"";"Umspannebene Hochspannung/Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE951821143660";"WEA 1 Repowering Heimbach Vlatten";"In Planung";"Wind";"4500";"4500";"";"4.1.2021";"Nordrhein-Westfalen";"52396";"Heimbach";"";"";"Vlatten";"65 und 50";"05358012";"50,381435";"6,341123";"";"";"WP Heimbach-Vlatten";"125";"149,1";"Nordex SE";"N149/4500";"";"";"Horizontalläufer";"Windkraft an Land";"31.10.2023";"";"30.6.2025";"Energiepark Schäfer GmbH Heimbach- Vlatten Gesellschaft für regenerative Energie";"ABR972045921582";"Volleinspeisung";"SGE968938160985";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE948805629265";"WEA 2 Repowering Heimbach Vlatten";"In Planung";"Wind";"4500";"4500";"";"4.1.2021";"Nordrhein-Westfalen";"52396";"Heimbach";"";"";"Vlatten";"65 und 50";"05358012";"50,382345";"6,335879";"";"";"WP Heimbach-Vlatten";"125";"149,1";"Nordex SE";"N149/4500";"";"";"Horizontalläufer";"Windkraft an Land";"31.10.2023";"";"30.6.2025";"Windpark Heimbach-Vlatten Nr. 21 GmbH & Co.KG";"ABR952981896496";"Volleinspeisung";"SGE930883081639";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE969731227264";"WEA 3 Repowering Heimbach Vlatten";"In Planung";"Wind";"4500";"4500";"";"4.1.2021";"Nordrhein-Westfalen";"52396";"Heimbach";"";"";"Vlatten";"66 und 80";"05358012";"50,383386";"6,334889";"";"";"WP Heimbach-Vlatten";"105";"149,1";"Nordex SE";"N149/4500";"";"";"Horizontalläufer";"Windkraft an Land";"31.10.2023";"";"30.6.2025";"Windpark Heimbach-Vlatten Nr. 21 GmbH & Co.KG";"ABR952981896496";"Volleinspeisung";"SGE996073353221";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE965631741800";"WEA 4 Repowering Heimbach Vlatten";"In Planung";"Wind";"4500";"4500";"";"4.1.2021";"Nordrhein-Westfalen";"52396";"Heimbach";"";"";"Vlatten";"65 und 45";"05358012";"50,383467";"6,34138";"";"";"WP Heimbach-Vlatten";"105";"149,1";"Nordex SE";"N149/4500";"";"";"Horizontalläufer";"Windkraft an Land";"31.10.2023";"";"30.6.2025";"RE Windenergie Heimbach GmbH & Co. KG";"ABR971012542270";"Volleinspeisung";"SGE919603061908";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE978951415733";"WEA 5 Repowering Heimbach Vlatten";"In Planung";"Wind";"4500";"4500";"";"4.1.2021";"Nordrhein-Westfalen";"52396";"Heimbach";"";"";"Vlatten";"65 und 21";"05358012";"50,384557";"6,335929";"";"";"WP Heimbach-Vlatten";"105";"149,1";"Nordex SE";"N149/4500";"";"";"Horizontalläufer";"Windkraft an Land";"31.10.2023";"";"30.6.2025";"Windpark Heimbach-Vlatten Nr. 21 GmbH & Co.KG";"ABR952981896496";"Volleinspeisung";"SGE913300789172";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE997201024266";"WEA 05 ENERCON E-138";"In Planung";"Wind";"4260";"4260";"";"7.1.2021";"Niedersachsen";"49377";"Vechta";"";"";"Vechta";"Flur 25, Flurstück 101/2";"03460009";"52,707585";"8,240672";"";"";"Windpark Vechtaer Mark Nord";"130,64";"138,25";"ENERCON GmbH";"ENERCON E-138 EP3 E3  4,26 MW";"";"";"Horizontalläufer";"Windkraft an Land";"4.3.2024";"";"30.11.2024";"Windpark Krimpenfort GmbH & Co. KG";"ABR995496471239";"Volleinspeisung";"SGE967031510758";"EWE NETZ GmbH (SNB951051725711)";"SNB951051725711";"";"Umspannebene Mittelspannung/Niederspannung";"";"";"";"";"";"";"";"";"";""
"SEE981641849343";"SG-29";"In Planung";"Wind";"3600";"3600";"";"7.1.2021";"Nordrhein-Westfalen";"33189";"Schlangen";"";"";"Schlangen";"Flur10: 060";"05766064";"51,808548";"8,876275";"";"";"PGS Schlangen";"149";"126";"Vestas Deutschland GmbH";"V126-3.6 HTq";"";"";"Horizontalläufer";"Windkraft an Land";"1.11.2023";"";"31.12.2024";"Windenergie Altes Feld GmbH & Co.KG";"ABR974625277751";"Volleinspeisung";"SGE934700143517";"Westfalen Weser Netz GmbH (SNB929881052512)";"SNB929881052512";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE946258984283";"SG-30";"In Planung";"Wind";"4200";"4200";"";"7.1.2021";"Nordrhein-Westfalen";"33189";"Schlangen";"";"";"Schlangen";"Flur12: 030";"05766064";"51,806287";"8,880153";"";"";"PGS Schlangen";"130,1";"138,3";"ENERCON GmbH";"E-138 EP3 E2";"";"";"Horizontalläufer";"Windkraft an Land";"1.11.2023";"";"31.12.2024";"Windenergie Altes Feld GmbH & Co.KG";"ABR974625277751";"Volleinspeisung";"SGE902364082695";"Westfalen Weser Netz GmbH (SNB929881052512)";"SNB929881052512";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE995516649655";"SG-21";"In Planung";"Wind";"4200";"4200";"";"9.1.2021";"Nordrhein-Westfalen";"33189";"Schlangen";"";"";"Schlangen";"Flur12: 031";"05766064";"51,808714";"8,889096";"";"";"Schlangen";"166";"136";"Vestas Deutschland GmbH";"V136-4.2";"";"";"Horizontalläufer";"Windkraft an Land";"1.11.2023";"";"31.12.2024";"Windenergie Altes Feld GmbH & Co.KG";"ABR974625277751";"Volleinspeisung";"SGE987840915087";"Westfalen Weser Netz GmbH (SNB929881052512)";"SNB929881052512";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE991493544105";"SG-28";"In Planung";"Wind";"4200";"4200";"";"9.1.2021";"Nordrhein-Westfalen";"33189";"Schlangen";"";"";"Schlangen";"Flur10: 068";"05766064";"51,809931";"8,883132";"";"";"Schlangen";"130,1";"138,3";"ENERCON GmbH";"E138 EP3 E2";"";"";"Horizontalläufer";"Windkraft an Land";"1.11.2023";"";"31.12.2024";"Windenergie Altes Feld GmbH & Co.KG";"ABR974625277751";"Volleinspeisung";"SGE986909818208";"Westfalen Weser Netz GmbH (SNB929881052512)";"SNB929881052512";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE968717912903";"GV 23";"In Planung";"Wind";"5600";"5600";"";"12.1.2021";"Thüringen";"99958";"Großvargula";"";"";"Großvargula";"Flur1: 194/2";"16064019";"51,07412";"10,44346";"";"";"Großvargula";"166";"162";"Vestas Deutschland GmbH";"V162";"";"";"Horizontalläufer";"Windkraft an Land";"15.1.2024";"";"31.12.2024";"BOREAS Energie GmbH";"ABR909054335185";"";"SGE917079592582";"TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712)";"SNB970821959712";"";"";"";"";"";"";"";"";"";"";"";""
"SEE983974648501";"GV 24";"In Planung";"Wind";"5600";"5600";"";"12.1.2021";"Thüringen";"99958";"Großvargula";"";"";"Großvargula";"Flur1: 78/8";"16064019";"51,122867";"10,746068";"";"";"Großvargula";"166";"162";"Vestas Deutschland GmbH";"V162";"";"";"Horizontalläufer";"Windkraft an Land";"15.1.2024";"";"31.12.2024";"BOREAS Energie GmbH";"ABR909054335185";"";"SGE917079592582";"TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712)";"SNB970821959712";"";"";"";"";"";"";"";"";"";"";"";""
"SEE954824883397";"GV 25";"In Planung";"Wind";"5600";"5600";"";"12.1.2021";"Thüringen";"99958";"Großvargula";"";"";"Großvargula";"Flur11: 16/2";"16064019";"51,119791";"10,747338";"";"";"Großvargula";"166";"162";"Vestas Deutschland GmbH";"V162";"";"";"Horizontalläufer";"Windkraft an Land";"15.1.2024";"";"31.12.2024";"BOREAS Energie GmbH";"ABR909054335185";"";"SGE917079592582";"TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712)";"SNB970821959712";"";"";"";"";"";"";"";"";"";"";"";""
"SEE965731578726";"GV 26.1";"In Planung";"Wind";"6000";"6000";"";"12.1.2021";"Thüringen";"99958";"Großvargula";"";"";"Großvargula";"Flur1: 164/22";"16064019";"51,13181";"10,751222";"";"";"Großvargula";"169";"162";"Vestas Deutschland GmbH";"V162";"";"";"Horizontalläufer";"Windkraft an Land";"15.1.2024";"";"31.12.2024";"BOREAS Energie GmbH";"ABR909054335185";"";"SGE965388753125";"TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712)";"SNB970821959712";"";"";"";"";"";"";"";"";"";"";"";""
"SEE976876100581";"GV 27";"In Planung";"Wind";"5600";"5600";"";"12.1.2021";"Thüringen";"99958";"Großvargula";"";"";"Großvargula";"Flur1: 21/1";"16064019";"51,128313";"10,74876";"";"";"Großvargula";"166";"162";"Vestas Deutschland GmbH";"V162";"";"";"Horizontalläufer";"Windkraft an Land";"15.1.2024";"";"31.12.2024";"BOREAS Energie GmbH";"ABR909054335185";"";"SGE917079592582";"TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712)";"SNB970821959712";"";"";"";"";"";"";"";"";"";"";"";""
"SEE945774631916";"GV 28";"In Planung";"Wind";"5600";"5600";"";"12.1.2021";"Thüringen";"99958";"Großvargula";"";"";"Großvargula";"Flur1: 29";"16064019";"51,125969";"10,75333";"";"";"Großvargula";"166";"162";"Vestas Deutschland GmbH";"V162";"";"";"Horizontalläufer";"Windkraft an Land";"15.1.2024";"";"31.12.2024";"BOREAS Energie GmbH";"ABR909054335185";"";"SGE917079592582";"TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712)";"SNB970821959712";"";"";"";"";"";"";"";"";"";"";"";""
"SEE916218808621";"GV 29";"In Planung";"Wind";"3450";"3450";"";"12.1.2021";"Thüringen";"99958";"Großvargula";"";"";"Großvargula";"Flur11: 5, 6";"16064019";"51,121888";"10,752618";"";"";"Großvargula";"141,5";"117";"Vestas Deutschland GmbH";"V117";"";"";"Horizontalläufer";"Windkraft an Land";"15.1.2024";"";"31.12.2024";"BOREAS Energie GmbH";"ABR909054335185";"";"SGE917079592582";"TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712)";"SNB970821959712";"";"";"";"";"";"";"";"";"";"";"";""
"SEE966813685134";"GV 30";"In Planung";"Wind";"5600";"5600";"";"12.1.2021";"Thüringen";"99958";"Großvargula";"";"";"Großvargula";"Flur1: 217/37";"16064019";"51,133683";"10,757053";"";"";"Großvargula";"166";"162";"Vestas Deutschland GmbH";"V162";"";"";"Horizontalläufer";"Windkraft an Land";"15.1.2024";"";"31.12.2024";"BOREAS Energie GmbH";"ABR909054335185";"";"SGE917079592582";"TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712)";"SNB970821959712";"";"";"";"";"";"";"";"";"";"";"";""
