"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Straße";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Name des Windparks";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"Nutzbare Speicherkapazität in kWh";"Technologie der Stromerzeugung";"Lage der Einheit";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Volleinspeisung oder Teileinspeisung";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Installierte Leistung der EEG-Anlage";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage";"Inbetriebnahmedatum der KWK-Anlage";"Elektrische KWK-Leistung";"Thermische Nutzleistung in kW"
"SEE975014664046";"WEA C";"In Planung";"Wind";"4200";"4200";"";"26.3.2024";"Niedersachsen";"26639";"Wiesmoor";"";"";"Wiesmoor";"Flur 29, Flurstück 29";"03452025";"53,388152";"7,792492";"";"";"Windpark Wiesmoor";"135";"115";"ENERCON GmbH";"E-115 EP E3 TES";"";"";"Horizontalläufer";"Windkraft an Land";"28.3.2024";"";"31.3.2025";"Carpe Ventos Energie GmbH";"ABR956001725483";"Volleinspeisung";"SGE993175845623";"EWE NETZ GmbH (SNB951051725711)";"SNB951051725711";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE942046209385";"WEA 2";"In Planung";"Wind";"6000";"6000";"";"27.3.2024";"Nordrhein-Westfalen";"48231";"Warendorf";"";"";"Milte";"Flur626: 015";"05570052";"52,025178";"7,990091";"";"";"Milter Mark";"167";"164";"GE Wind Energy GmbH";"GE 6.0-164";"";"";"Horizontalläufer";"Windkraft an Land";"10.4.2024";"";"31.12.2025";"Bürgerwind Milter Mark GmbH & Co. KG";"ABR913854480846";"Volleinspeisung";"SGE993334421514";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE938613401160";"WEA 3";"In Planung";"Wind";"5500";"5500";"";"27.3.2024";"Nordrhein-Westfalen";"48231";"Warendorf";"";"";"Milte";"Flur626: 106";"05570052";"52,019709";"7,980436";"";"";"Milter Mark";"150";"158";"GE Wind Energy GmbH";"GE 5.5-158";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2024";"";"31.12.2025";"Bürgerwind Milter Mark GmbH & Co. KG";"ABR913854480846";"Volleinspeisung";"SGE993334421514";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE941358928526";"WEA 4";"In Planung";"Wind";"6000";"6000";"";"27.3.2024";"Nordrhein-Westfalen";"48231";"Warendorf";"";"";"Milte";"Flur630: 038";"05570052";"52,014438";"7,975995";"";"";"Milter Mark";"167";"164";"GE Wind Energy GmbH";"GE 6.0-164";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2024";"";"31.12.2025";"Bürgerwind Milter Mark GmbH & Co. KG";"ABR913854480846";"Volleinspeisung";"SGE993334421514";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE926702424794";"WEA 5";"In Planung";"Wind";"5500";"5500";"";"27.3.2024";"Nordrhein-Westfalen";"48231";"Warendorf";"";"";"Milte";"Flur634: 015";"05570052";"52,010585";"7,972411";"";"";"Milter Mark";"161";"158";"GE Wind Energy GmbH";"GE 5.5-158";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2024";"";"31.12.2025";"Bürgerwind Milter Mark GmbH & Co. KG";"ABR913854480846";"Volleinspeisung";"SGE993334421514";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE984062937217";"WEA 5";"In Planung";"Wind";"4200";"4200";"";"27.3.2024";"Schleswig-Holstein";"25899";"Klixbüll";"";"";"Klixbüll";"1 Flurstück 107";"01054068";"54,819783";"8,879293";"";"";"Klixbüller Energie GmbH & Co. KG";"110,13";"138,25";"ENERCON GmbH";"E-138 EP3 E2";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2024";"";"5.3.2026";"Klixbüller Energie GmbH & Co. KG Ernst W. Petersen";"ABR922951016995";"Volleinspeisung";"SGE958852215120";"Schleswig-Holstein Netz AG (SNB919861978666)";"SNB919861978666";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE973613137428";"Windpark Roggenmöörte WEA 1";"In Planung";"Wind";"7200";"7200";"";"27.3.2024";"Niedersachsen";"27804";"Berne";"Köterender Straße";"";"";"";"03461001";"53,139449";"8,406191";"";"";"Windpark Roggenmöörte";"169";"162";"Vestas Deutschland GmbH";"V162 7.2";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2024";"";"1.3.2026";"Windpark Bäke Buttel GmbH & Co. KG";"ABR926490749529";"Volleinspeisung";"SGE959667889995";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE994443264030";"WEA Waltersdorf 08";"In Planung";"Wind";"6800";"6800";"";"27.3.2024";"Brandenburg";"14913";"Waltersdorf";"";"";"Waltersdorf";"Flur3: 070";"12072298";"51,921282";"13,287267";"";"";"Windpark Waltersdorf 3";"118";"163";"Nordex Germany GmbH";"N163-6.8 MW";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2024";"";"31.12.2025";"UKA Umweltgerechte Kraftanlagen GmbH & Co. KG";"ABR999408386086";"Volleinspeisung";"SGE976423162314";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"";"Umspannebene Hochspannung/Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE974309086662";"WEA 6";"In Planung";"Wind";"4200";"4200";"";"27.3.2024";"Schleswig-Holstein";"25899";"Klixbüll";"";"";"Klixbüll";"1 Flurstück 107";"01054068";"54,819788";"8,884756";"";"";"Zweite Klixbüller Energie GmbH & Co.KG";"80,26";"138,25";"ENERCON GmbH";"E-138 EP3 E2";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2024";"";"5.3.2026";"Klixbüller Energie GmbH & Co. KG Ernst W. Petersen";"ABR922951016995";"Volleinspeisung";"SGE975850795713";"Schleswig-Holstein Netz AG (SNB919861978666)";"SNB919861978666";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE947875240271";"Windpark Roggenmöörte WEA 2";"In Planung";"Wind";"7200";"7200";"";"27.3.2024";"Niedersachsen";"27804";"Berne";"Köterender Straße";"";"";"";"03461001";"53,140256";"8,400335";"";"";"Windpark Roggenmöörte";"169";"162";"Vestas Deutschland GmbH";"Vestas V162 7.2";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2024";"";"1.3.2026";"Windpark Bäke Buttel GmbH & Co. KG";"ABR926490749529";"Volleinspeisung";"SGE959667889995";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE922359343907";"Windpark Roggenmöörte WEA 3";"In Planung";"Wind";"7200";"7200";"";"27.3.2024";"Niedersachsen";"27804";"Berne";"Köterender Straße";"";"";"";"03461001";"53,143027";"8,404333";"";"";"Windpark Roggenmöörte";"169";"162";"Vestas Deutschland GmbH";"Vestas V162 7.2";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2024";"";"1.3.2026";"Windpark Bäke Buttel GmbH & Co. KG";"ABR926490749529";"Volleinspeisung";"SGE959667889995";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE940296027971";"Windpark Roggenmöörte WEA 4";"In Planung";"Wind";"7200";"7200";"";"27.3.2024";"Niedersachsen";"27804";"Berne";"Köterender Straße";"";"";"";"03461001";"53,144364";"8,398499";"";"";"Windpark Roggenmöörte";"169";"162";"Vestas Deutschland GmbH";"Vestas V162 7.2";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2024";"";"1.3.2026";"Windpark Bäke Buttel GmbH & Co. KG";"ABR926490749529";"Volleinspeisung";"SGE959667889995";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE939023335649";"Windpark Roggenmöörte WEA 5";"In Planung";"Wind";"7200";"7200";"";"27.3.2024";"Niedersachsen";"27804";"Berne";"Köterender Straße";"";"";"";"03461001";"53,147644";"8,396464";"";"";"Windpark Roggenmöörte";"169";"162";"Vestas Deutschland GmbH";"Vestas V162 7.2";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2024";"";"1.3.2026";"Windpark Bäke Buttel GmbH & Co. KG";"ABR926490749529";"Volleinspeisung";"SGE959667889995";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE929461444577";"Jönsthövel Anlage 1";"In Planung";"Wind";"5500";"5500";"";"27.3.2024";"Nordrhein-Westfalen";"48324";"Sendenhorst";"";"";"Sendenhorst";"Flur 16, Flurstück 73";"05570040";"51,821717";"7,880443";"";"";"Windpark Jönsthövel";"150";"158";"GE Renewable Germany GmbH";"GE 5.5-158";"";"";"Horizontalläufer";"Windkraft an Land";"29.3.2024";"";"1.7.2026";"Sendenhorster Windenergie GmbH und Co KG";"ABR940471252969";"Volleinspeisung";"SGE981949189028";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE936090981274";"TN1-03";"In Planung";"Wind";"6000";"6000";"";"27.3.2024";"Brandenburg";"15868";"Lieberose";"";"";"Trebitz";"Flur 1, Flurstück 7/2";"12061308";"52,061491";"14,324028";"";"";"WP Trebitz";"165";"160";"eno energy systems GmbH";"eno 160 - 6,0 MW";"";"";"Horizontalläufer";"Windkraft an Land";"2.4.2024";"";"22.3.2027";"eno energy GmbH";"ABR918822616838";"Volleinspeisung";"SGE901614425930";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE933444258778";"WEA 1";"In Planung";"Wind";"5560";"5560";"";"27.3.2024";"Sachsen-Anhalt";"29410";"Salzwedel";"";"";"Cheine";"5: 173/13";"15081455";"52,860859";"11,049002";"";"";"Cheine";"166";"160";"ENERCON GmbH";"E-160 EP5 E3";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2024";"";"31.3.2026";"Windpark GmbH & Co. Cheine KG";"ABR950065355860";"Volleinspeisung";"SGE956644404981";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE940369636093";"WEA 2";"In Planung";"Wind";"5560";"5560";"";"27.3.2024";"Sachsen-Anhalt";"29410";"Salzwedel";"";"";"Cheine";"5: 28/8, 28/9";"15081455";"52,860017";"11,053969";"";"";"Cheine";"166";"160";"ENERCON GmbH";"E-160 EP5 E3";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2024";"";"31.3.2026";"Windpark GmbH & Co. Cheine KG";"ABR950065355860";"Volleinspeisung";"SGE956644404981";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE988376717022";"WEA 3";"In Planung";"Wind";"5560";"5560";"";"27.3.2024";"Sachsen-Anhalt";"29410";"Salzwedel";"";"";"Cheine";"5: 150/31";"15081455";"52,860173";"11,060037";"";"";"Cheine";"166";"160";"ENERCON GmbH";"E-160 EP5 E3";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2024";"";"31.3.2026";"Windpark GmbH & Co. Cheine KG";"ABR950065355860";"Volleinspeisung";"SGE956644404981";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE919352479146";"WEA 4";"In Planung";"Wind";"5560";"5560";"";"27.3.2024";"Sachsen-Anhalt";"29410";"Salzwedel";"";"";"Cheine";"5: 42";"15081455";"52,858971";"11,068165";"";"";"Cheine";"166";"160";"ENERCON GmbH";"E-160 EP5 E3";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2024";"";"31.3.2026";"Windpark GmbH & Co. Cheine KG";"ABR950065355860";"Volleinspeisung";"SGE956644404981";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE900712127906";"WEA 6";"In Planung";"Wind";"4800";"4800";"";"27.3.2024";"Schleswig-Holstein";"25541";"Brunsbüttel";"";"";"Brunsbüttel";"22:7";"01051011";"53,92767";"9,10402";"";"";"WEA 6";"125,4";"133,2";"Nordex Energy GmbH";"N133/4.8 STE";"";"";"Horizontalläufer";"Windkraft an Land";"28.3.2024";"";"26.3.2026";"Repowering Windpark Ohlenbrook GmbH & Co. KG";"ABR908280679124";"Volleinspeisung";"SGE920862190094";"Schleswig-Holstein Netz AG (SNB919861978666)";"SNB919861978666";"";"Umspannebene Mittelspannung/Niederspannung";"";"";"";"";"";"";"";"";"";""
"SEE993864972777";"WEA 5";"In Planung";"Wind";"4800";"4800";"";"27.3.2024";"Schleswig-Holstein";"25541";"Brunsbüttel";"";"";"Brunsbüttel";"21:16";"01051011";"53,93057";"9,09961";"";"";"WEA 5";"125,4";"133,2";"Nordex Energy GmbH";"N133/4.8 STE";"";"";"Horizontalläufer";"Windkraft an Land";"28.3.2024";"";"26.3.2026";"Repowering Windpark Ohlenbrook GmbH & Co. KG";"ABR908280679124";"Volleinspeisung";"SGE973973207526";"Schleswig-Holstein Netz AG (SNB919861978666)";"SNB919861978666";"";"Umspannebene Mittelspannung/Niederspannung";"";"";"";"";"";"";"";"";"";""
"SEE919957823115";"WEA 4";"In Planung";"Wind";"4800";"4800";"";"27.3.2024";"Schleswig-Holstein";"25541";"Brunsbüttel";"";"";"Brunsbüttel";"21:34";"01051011";"53,93042";"9,10427";"";"";"WEA 4";"125,4";"133,2";"Nordex Energy GmbH";"N133/4.8 STE";"";"";"Horizontalläufer";"Windkraft an Land";"28.3.2024";"";"26.3.2026";"Repowering Windpark Ohlenbrook GmbH & Co. KG";"ABR908280679124";"Volleinspeisung";"SGE942421681058";"Schleswig-Holstein Netz AG (SNB919861978666)";"SNB919861978666";"";"Umspannebene Mittelspannung/Niederspannung";"";"";"";"";"";"";"";"";"";""
"SEE925754412735";"WEA 1";"In Planung";"Wind";"4800";"4800";"";"27.3.2024";"Schleswig-Holstein";"25541";"Brunsbüttel";"";"";"Brunsbüttel";"21:47,80";"01051011";"53,93517";"9,10443";"";"";"WEA 1";"110";"133,2";"Nordex Energy GmbH";"N133/4.8 STE";"";"";"Horizontalläufer";"Windkraft an Land";"28.3.2024";"";"26.3.2026";"Repowering Windpark Ohlenbrook GmbH & Co. KG";"ABR908280679124";"Volleinspeisung";"SGE977366559339";"Schleswig-Holstein Netz AG (SNB919861978666)";"SNB919861978666";"";"Umspannebene Mittelspannung/Niederspannung";"";"";"";"";"";"";"";"";"";""
"SEE913698938794";"WEA 2";"In Planung";"Wind";"4800";"4800";"";"27.3.2024";"Schleswig-Holstein";"25541";"Brunsbüttel";"";"";"Brunsbüttel";"21:3";"01051011";"53,93324";"9,10054";"";"";"WEA 2";"125,4";"133,2";"Nordex Energy GmbH";"N133/4.8 STE";"";"";"Horizontalläufer";"Windkraft an Land";"28.3.2024";"";"26.3.2026";"Repowering Windpark Ohlenbrook GmbH & Co. KG";"ABR908280679124";"Volleinspeisung";"SGE900867326575";"Schleswig-Holstein Netz AG (SNB919861978666)";"SNB919861978666";"";"Umspannebene Mittelspannung/Niederspannung";"";"";"";"";"";"";"";"";"";""
"SEE910746711248";"WEA 3";"In Planung";"Wind";"4800";"4800";"";"27.3.2024";"Schleswig-Holstein";"25541";"Brunsbüttel";"";"";"Brunsbüttel";"21:4";"01051011";"53,93164";"9,0953";"";"";"WEA 3";"110";"133,2";"Nordex Energy GmbH";"N133/4.8 STE";"";"";"Horizontalläufer";"Windkraft an Land";"28.3.2024";"";"26.3.2026";"Repowering Windpark Ohlenbrook GmbH & Co. KG";"ABR908280679124";"Volleinspeisung";"SGE973189438042";"Schleswig-Holstein Netz AG (SNB919861978666)";"SNB919861978666";"";"Umspannebene Mittelspannung/Niederspannung";"";"";"";"";"";"";"";"";"";""
"SEE972791142231";"Jönsthövel Anlage 2";"In Planung";"Wind";"5500";"5500";"";"27.3.2024";"Nordrhein-Westfalen";"59227";"Ahlen";"";"";"Vorhelm";"Flur 1, Flurstück 1";"05570004";"51,823619";"7,886693";"";"";"Windpark Jönsthövel";"150";"158";"GE Renewable Germany GmbH";"GE 5.5-158";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2024";"";"1.7.2026";"Sendenhorster Windenergie GmbH und Co KG";"ABR940471252969";"Volleinspeisung";"SGE981949189028";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE917190460838";"Jönsthövel Anlage 3";"In Planung";"Wind";"5500";"5500";"";"27.3.2024";"Nordrhein-Westfalen";"48324";"Sendenhorst";"";"";"Sendenhorst";"Flur 18, Flurstück 70";"05570040";"51,80618";"7,883344";"";"";"Windpark Jönsthövel";"150";"158";"GE Renewable Germany GmbH";"GE 5.5-158";"";"";"Horizontalläufer";"Windkraft an Land";"2.4.2024";"";"1.7.2026";"Sendenhorster Windenergie GmbH und Co KG";"ABR940471252969";"Volleinspeisung";"SGE981949189028";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE991677366363";"Ascheberg-Holthoff WEA 1";"In Planung";"Wind";"5700";"5700";"";"27.3.2024";"Nordrhein-Westfalen";"59387";"Ascheberg";"";"";"Ascheberg";"Flur 52 Flurstück 5";"05558004";"51,817995";"7,663502";"";"";"Windpark Ascheberg-Holthoff";"118";"163";"Nordex Energy GmbH";"Nordex N 163";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2024";"";"31.12.2025";"Windpark Ascheberg GmbH & Co. KG";"ABR904339297745";"Volleinspeisung";"SGE963448647780";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE908623705190";"Ascheberg-Holthoff WEA 2";"In Planung";"Wind";"6800";"6800";"";"27.3.2024";"Nordrhein-Westfalen";"59387";"Ascheberg";"";"";"Ascheberg";"Flur 52 Flurstück 8";"05558004";"51,818576";"7,668766";"";"";"Windpark Ascheberg-Holthoff";"164";"163";"Nordex Energy GmbH";"Nordex N 163";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2024";"";"31.12.2025";"Windpark Ascheberg GmbH & Co. KG";"ABR904339297745";"Volleinspeisung";"SGE963448647780";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE945465303788";"Ascheberg-Holthoff WEA 3";"In Planung";"Wind";"6800";"6800";"";"27.3.2024";"Nordrhein-Westfalen";"59387";"Ascheberg";"";"";"Ascheberg";"Flur 52 Flurstück 11";"05558004";"51,815259";"7,66882";"";"";"Windpark Ascheberg-Holthoff";"164";"163";"Nordex Energy GmbH";"Nordex N 163";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2024";"";"31.12.2025";"Windpark Ascheberg GmbH & Co. KG";"ABR904339297745";"Volleinspeisung";"SGE963448647780";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE911316381892";"Ascheberg-Holthoff WEA 4";"In Planung";"Wind";"5700";"5700";"";"27.3.2024";"Nordrhein-Westfalen";"59387";"Ascheberg";"";"";"Ascheberg";"Flur 53 Flurstück 20";"05558004";"51,81146";"7,674851";"";"";"Windpark Ascheberg-Holthoff";"125,4";"149,1";"Nordex Energy GmbH";"Nordex N 149";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2024";"";"31.12.2025";"Windpark Ascheberg GmbH & Co. KG";"ABR904339297745";"Volleinspeisung";"SGE963448647780";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE982531501235";"Spitze Warte_WEA01";"In Planung";"Wind";"4260";"4260";"";"28.3.2024";"Nordrhein-Westfalen";"59602";"Rüthen";"";"";"Menzel";"Flur: 7 Flurstück: 65/0";"05974036";"51,51794";"8,43181";"";"";"Windpark Spitze Warte";"160";"138";"ENERCON GmbH";"E-138 EP3 E3";"";"";"Horizontalläufer";"Windkraft an Land";"28.3.2024";"";"30.6.2025";"Windpark Große Haar GmbH & Co. KG";"ABR924521436936";"Volleinspeisung";"SGE956956612906";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE911527553941";"Spitze Warte_WEA02";"In Planung";"Wind";"4260";"4260";"";"28.3.2024";"Nordrhein-Westfalen";"59602";"Rüthen";"";"";"Rüthen";"Flur: 4 Flurstück: 144/0";"05974036";"51,516872";"8,435769";"";"";"Windpark Spitze Warte";"160";"138";"ENERCON GmbH";"E-138 EP3 E3";"";"";"Horizontalläufer";"Windkraft an Land";"28.3.2024";"";"28.7.2024";"Windpark Große Haar GmbH & Co. KG";"ABR924521436936";"Volleinspeisung";"SGE955370883756";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE930564139444";"WEA 1";"In Planung";"Wind";"6000";"6000";"";"28.3.2024";"Niedersachsen";"37186";"Moringen";"";"";"Moringen";"34:83";"03155009";"51,721888";"9,890748";"";"";"Windpark Böllenberg GmbH & Co. KG";"169";"162";"Vestas Deutschland GmbH";"";"";"";"Horizontalläufer";"Windkraft an Land";"28.3.2024";"";"30.12.2025";"Windpark Böllenberg GmbH & Co. KG";"ABR920215313378";"Volleinspeisung";"";"";"";"";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"";"";"";"";"";"";"";"";"";""
"SEE976484588689";"Blankenheimerdorf WEA 01-BD 02";"In Planung";"Wind";"4260";"4260";"";"28.3.2024";"Nordrhein-Westfalen";"53945";"Blankenheim";"";"";"Blankenheimerdorf";"Flur 42 Flurstück 44";"05366008";"50,427636";"6,602016";"";"";"Blankenheimerdorf";"160";"138,25";"ENERCON GmbH";"E-138 EP3 E3";"";"";"Horizontalläufer";"Windkraft an Land";"28.3.2024";"";"30.9.2025";"CATH Windenergie GmbH & Co. KG";"ABR911410697615";"Volleinspeisung";"SGE996629771516";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE986778867338";"WEA 2";"In Planung";"Wind";"6000";"6000";"";"28.3.2024";"Niedersachsen";"37186";"Moringen";"";"";"Moringen";"35:19";"03155009";"51,718498";"9,892266";"";"";"Windpark Böllenberg GmbH & Co. KG";"169";"162";"";"";"";"";"Horizontalläufer";"Windkraft an Land";"28.3.2024";"";"30.12.2025";"Windpark Böllenberg GmbH & Co. KG";"ABR920215313378";"Volleinspeisung";"";"";"";"";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"";"";"";"";"";"";"";"";"";""
"SEE965157169508";"WEA 3";"In Planung";"Wind";"6000";"6000";"";"28.3.2024";"Niedersachsen";"37186";"Moringen";"";"";"Moringen";"35:31";"03155009";"51,71073";"10,319954";"";"";"Windpark Böllenberg GmbH & Co. KG";"169";"162";"";"";"";"";"Horizontalläufer";"Windkraft an Land";"28.3.2024";"";"30.12.2025";"Windpark Böllenberg GmbH & Co. KG";"ABR920215313378";"Volleinspeisung";"";"";"";"";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"";"";"";"";"";"";"";"";"";""
"SEE984853285435";"WEA 4";"In Planung";"Wind";"6000";"6000";"";"28.3.2024";"Niedersachsen";"37186";"Moringen";"";"";"Moringen";"34:76";"03155009";"51";"9,5311";"";"";"Windpark Böllenberg GmbH & Co. KG";"169";"162";"";"";"";"";"Horizontalläufer";"Windkraft an Land";"28.3.2024";"";"30.12.2025";"Windpark Böllenberg GmbH & Co. KG";"ABR920215313378";"Volleinspeisung";"";"";"";"";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"";"";"";"";"";"";"";"";"";""
"SEE965286891363";"WP EB-11";"In Planung";"Wind";"7000";"7000";"";"28.3.2024";"Baden-Württemberg";"73488";"Ellenberg";"";"";"Ellenberg";"Flur0: 4179";"08136018";"49,032976";"10,185836";"";"";"WP EB-Erw";"164";"163";"Nordex Germany GmbH";"N163 6.X";"";"";"Horizontalläufer";"Windkraft an Land";"25.4.2024";"";"31.3.2026";"W-I-N-D Energien GmbH";"ABR928887103761";"Volleinspeisung";"SGE919442625514";"Netze BW GmbH (SNB948311994307)";"SNB948311994307";"";"Umspannebene Hochspannung/Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE999679902947";"WP EB-12";"In Planung";"Wind";"7000";"7000";"";"28.3.2024";"Baden-Württemberg";"73479";"Ellwangen";"";"";"Rindelbach";"Flur0: 3658";"08136019";"49,019709";"10,186029";"";"";"WP EB-Erw";"164";"163";"Nordex Germany GmbH";"N163 6.X";"";"";"Horizontalläufer";"Windkraft an Land";"25.4.2024";"";"31.3.2026";"W-I-N-D Energien GmbH";"ABR928887103761";"Volleinspeisung";"SGE919442625514";"Netze BW GmbH (SNB948311994307)";"SNB948311994307";"";"Umspannebene Hochspannung/Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE991283452948";"WP Kuhstedt III WEA 05";"In Planung";"Wind";"5500";"5500";"";"28.3.2024";"Niedersachsen";"27442";"Gnarrenburg";"";"";"Kuhstedt";"Flur 11: 3/1, 220/3";"03357016";"53,395885";"8,933408";"";"";"WP Kuhstedt III";"120,9";"158";"GE Renewable Germany GmbH";"GE 5.5-158";"";"";"Horizontalläufer";"Windkraft an Land";"28.3.2024";"";"29.8.2025";"PNE AG";"ABR919574103430";"Volleinspeisung";"SGE975031585119";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE966525132162";"TN2-03";"In Planung";"Wind";"6000";"6000";"";"28.3.2024";"Brandenburg";"15868";"Lieberose";"";"";"Trebitz";"Flur 2, Flurstück 8";"12061308";"52,059451";"14,341708";"";"";"WP Trebitz";"165";"160";"eno energy systems GmbH";"eno 160 - 6,0 MW";"";"";"Horizontalläufer";"Windkraft an Land";"2.4.2024";"";"25.3.2027";"eno energy GmbH";"ABR918822616838";"Volleinspeisung";"SGE907222786166";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
