"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Straße";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Name des Windparks";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"Nutzbare Speicherkapazität in kWh";"Technologie der Stromerzeugung";"Lage der Einheit";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Volleinspeisung oder Teileinspeisung";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Installierte Leistung der EEG-Anlage";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage";"Inbetriebnahmedatum der KWK-Anlage";"Elektrische KWK-Leistung";"Thermische Nutzleistung in kW"
"SEE912016267301";"E 6";"In Betrieb";"Wind";"3050";"3050";"3.11.2014";"27.11.2020";"Schleswig-Holstein";"24980";"Nordhackstedt";"";"";"Nordhackstedt";"11: 17/4";"01059149";"54,731";"9,138931";"";"";"Windpark";"99";"101";"ENERCON GmbH";"E-101";"";"";"Horizontalläufer";"Windkraft an Land";"21.1.2021";"";"";"H & N Bürgerwind GmbH ＆ Co. KG";"ABR955809928218";"Volleinspeisung";"SGE924031080810";"Schleswig-Holstein Netz AG (SNB919861978666)";"SNB919861978666";"Geprüft";"Mittelspannung";"SEL979412025881";"EEG990877737492";"E2079301EA06000000000070093700006";"3.11.2014";"3050";"";"";"";"";""
"SEE939341049204";"WilII05";"In Betrieb";"Wind";"2000";"2000";"1.7.2006";"27.11.2020";"Mecklenburg-Vorpommern";"17337";"Groß Luckow";"";"";"Groß Luckow";"Flur4:177";"13075042";"53,517967";"13,82771";"";"";"Windpark Wilsickow II";"100";"82";"REpower Systems SE";"REpower MM82";"";"";"Horizontalläufer";"Windkraft an Land";"6.11.2023";"";"";"Windpark Wilsickow GmbH & Co. KG";"ABR981525548720";"Volleinspeisung";"SGE952885575374";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL984528955908";"EEG980198703023";"E41860010000000000602153287600005";"1.7.2006";"2000";"";"";"";"";""
"SEE935970889556";"SN 07";"In Betrieb";"Wind";"600";"600";"31.12.1995";"27.11.2020";"Niedersachsen";"27639";"Wurster Nordseeküste";"";"";"Oxstedt";"Flur2: 028";"03352061";"53,785284";"8,58099";"";"";"V 2116";"50";"44";"Vestas Deutschland GmbH";"V 44-600 kW";"";"";"Horizontalläufer";"Windkraft an Land";"13.5.2021";"";"";"Energiekontor Windkraft GmbH & Co. WP SN KG";"ABR936232470499";"Volleinspeisung";"SGE975251869204";"EWE NETZ GmbH (SNB951051725711)";"SNB951051725711";"Geprüft";"Mittelspannung";"SEL955925115738";"EEG995218272601";"E21846010000000000001131500100012";"31.12.1995";"600";"";"";"";"";""
"SEE971879837267";"Windanlage";"In Betrieb";"Wind";"3000";"3000";"1.6.2018";"27.11.2020";"Saarland";"66706";"Perl";"";"";"Oberleuken";"Flur15: 29";"10042114";"49,512343";"6,441453";"";"";"Windpark Perl Renglischberg";"140";"115";"ENERCON GmbH";"E115";"";"";"Horizontalläufer";"Windkraft an Land";"26.11.2022";"";"";"Windpark Perl Renglischberg UG (haftungsbeschränkt) & Co. KG";"ABR962315582698";"Volleinspeisung";"SGE951848150467";"energis-Netzgesellschaft mbH (SNB976379598847)";"SNB976379598847";"Geprüft";"Mittelspannung";"SEL984389798690";"EEG925951501591";"E33021010000000005049050222300002";"1.6.2018";"3000";"";"";"";"";""
"SEE982370725403";"WK39";"In Betrieb";"Wind";"5230";"5230";"18.11.2017";"27.11.2020";"Ausschließliche Wirtschaftszone";"";"";"";"";"";"";"";"54,860556";"14,085231";"";"";"WIKINGER";"97,5";"135";"Adwen GmbH";"ADWEN AD5-135";"";"";"Horizontalläufer";"Windkraft auf See";"3.2.2021";"";"";"Wikinger Offshore Deutschland";"ABR945451105860";"Volleinspeisung";"SGE985550066464";"50Hertz Transmission GmbH (SNB982046657236)";"SNB982046657236";"Geprüft";"Höchstspannung";"SEL997728577467";"EEG991160553461";"E40450LUBWIKI0WK3904SGK041WFL0039";"18.11.2017";"5230";"";"";"";"";""
"SEE990206496625";"WilII06";"In Betrieb";"Wind";"2000";"2000";"1.7.2006";"30.11.2020";"Brandenburg";"17337";"Uckerland";"Wilsickow";"1 a";"";"";"12073579";"53,50589";"13,804332";"";"";"Windpark Wilsickow II";"100";"82";"REpower Systems SE";"REpower MM82";"";"";"Horizontalläufer";"Windkraft an Land";"16.3.2021";"";"";"Windpark Wilsickow GmbH & Co. KG";"ABR981525548720";"Volleinspeisung";"SGE918271461218";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL984528955908";"EEG939556477052";"E41860010000000000602153287600006";"1.7.2006";"2000";"";"";"";"";""
"SEE970611496069";"WK40";"In Betrieb";"Wind";"5230";"5230";"19.12.2017";"27.11.2020";"Ausschließliche Wirtschaftszone";"";"";"";"";"";"";"";"54,864716";"14,095906";"";"";"WIKINGER";"97,5";"135";"Adwen GmbH";"ADWEN AD5-135";"";"";"Horizontalläufer";"Windkraft auf See";"26.2.2021";"";"";"Wikinger Offshore Deutschland";"ABR945451105860";"Volleinspeisung";"SGE916600909479";"50Hertz Transmission GmbH (SNB982046657236)";"SNB982046657236";"Geprüft";"Höchstspannung";"SEL997728577467";"EEG908321638370";"E40450LUBWIKI0WK4003YGG010WFL0056";"19.12.2017";"5230";"";"";"";"";""
"SEE962552325874";"E 7";"In Betrieb";"Wind";"3050";"3050";"23.9.2014";"27.11.2020";"Schleswig-Holstein";"24980";"Nordhackstedt";"";"";"Nordhackstedt";"11: 17/2";"01059149";"54,728297";"9,138115";"";"";"Windpark";"99";"101";"ENERCON GmbH";"E-101";"";"";"Horizontalläufer";"Windkraft an Land";"21.1.2021";"";"";"H & N Bürgerwind GmbH ＆ Co. KG";"ABR955809928218";"Volleinspeisung";"SGE995682156803";"Schleswig-Holstein Netz AG (SNB919861978666)";"SNB919861978666";"Geprüft";"Mittelspannung";"SEL979412025881";"EEG980928220691";"E2079301EA07000000000070093700007";"23.9.2014";"3050";"";"";"";"";""
"SEE906014217963";"WEA_02";"In Betrieb";"Wind";"2000";"2000";"24.11.2010";"27.11.2020";"Brandenburg";"03249";"Sonnewalde";"";"";"Dabern";"Flur 2: Flurstück 118";"12062469";"51,719588";"13,675425";"";"";"WEA_02";"105";"90";"Vestas Deutschland GmbH";"Vestas V90";"";"";"Horizontalläufer";"Windkraft an Land";"26.1.2022";"";"";"Ventient Windpark Dabern GmbH & Co. KG";"ABR911124690421";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL989259772107";"EEG977134600942";"E41081010000000000000000000017164";"24.11.2010";"2000";"";"";"";"";""
"SEE995719121491";"WK41";"In Betrieb";"Wind";"5230";"5230";"10.11.2017";"27.11.2020";"Ausschließliche Wirtschaftszone";"";"";"";"";"";"";"";"54,805802";"14,072493";"";"";"WIKINGER";"97,5";"135";"Adwen GmbH";"ADWEN AD5-135";"";"";"Horizontalläufer";"Windkraft auf See";"3.2.2021";"";"";"Wikinger Offshore Deutschland";"ABR945451105860";"Volleinspeisung";"SGE987871884949";"50Hertz Transmission GmbH (SNB982046657236)";"SNB982046657236";"Geprüft";"Höchstspannung";"SEL997728577467";"EEG973891001220";"E40450LUBWIKI0WK4111SGK021WFL0010";"10.11.2017";"5230";"";"";"";"";""
"SEE984493146868";"WK42";"In Betrieb";"Wind";"5230";"5230";"6.10.2017";"27.11.2020";"Ausschließliche Wirtschaftszone";"";"";"";"";"";"";"";"54,811956";"14,068066";"";"";"WIKINGER";"97,5";"135";"Adwen GmbH";"ADWEN AD5-135";"";"";"Horizontalläufer";"Windkraft auf See";"26.2.2021";"";"";"Wikinger Offshore Deutschland";"ABR945451105860";"Volleinspeisung";"SGE963791542244";"50Hertz Transmission GmbH (SNB982046657236)";"SNB982046657236";"Geprüft";"Höchstspannung";"SEL997728577467";"EEG968305569564";"E40450LUBWIKI0WK4211SGK018WFL0006";"6.10.2017";"5230";"";"";"";"";""
"SEE958518341026";"Windanlage";"In Betrieb";"Wind";"3000";"3000";"28.12.2017";"27.11.2020";"Saarland";"66706";"Perl";"";"";"Tettingen Butzdorf";"Flur 2: 27-1, 27-2";"10042115";"49,520468";"6,436436";"";"";"Windpark Perl Renglischberg";"149";"115";"ENERCON GmbH";"E115";"";"";"Horizontalläufer";"Windkraft an Land";"26.11.2022";"";"";"Windpark Perl Renglischberg UG (haftungsbeschränkt) & Co. KG";"ABR962315582698";"Volleinspeisung";"SGE916775257528";"energis-Netzgesellschaft mbH (SNB976379598847)";"SNB976379598847";"Geprüft";"Mittelspannung";"SEL984389798690";"EEG991854626532";"E33021010000000005049050222300003";"28.12.2017";"3000";"";"";"";"";""
"SEE954658992159";"Roßtal am Flugplatz 8900 Stat. Raitersaich 6,Zelle";"In Betrieb";"Wind";"600";"600";"21.12.2000";"27.11.2020";"Bayern";"90574";"Roßtal";"Am Flugplatz";"1";"";"";"09573125";"49,36813";"10,861304";"";"";"Roßtal-Buchschwabach";"77,9";"44";"ENERCON GmbH";"Enercon E-40/6";"";"";"Horizontalläufer";"Windkraft an Land";"7.7.2021";"";"";"natürliche Person (ABR994578825403)";"ABR994578825403";"Volleinspeisung";"";"N-ERGIE Netz GmbH (SNB973875583315)";"SNB973875583315";"Geprüft";"Mittelspannung";"SEL975903476958";"EEG974949356668";"E2191501WIXX000000000383999100000";"21.12.2000";"600";"";"";"";"";""
"SEE985860373382";"WK43";"In Betrieb";"Wind";"5230";"5230";"13.12.2017";"27.11.2020";"Ausschließliche Wirtschaftszone";"";"";"";"";"";"";"";"54,817218";"14,065592";"";"";"WIKINGER";"97,5";"135";"Adwen GmbH";"ADWEN AD5-135";"";"";"Horizontalläufer";"Windkraft auf See";"26.2.2021";"";"";"Wikinger Offshore Deutschland";"ABR945451105860";"Volleinspeisung";"SGE988100244114";"50Hertz Transmission GmbH (SNB982046657236)";"SNB982046657236";"Geprüft";"Höchstspannung";"SEL997728577467";"EEG991435763731";"E40450LUBWIKI0WK4310SGK001WFL0002";"13.12.2017";"5230";"";"";"";"";""
"SEE961524222265";"WindkraftMaile";"In Betrieb";"Wind";"1,47";"1,47";"21.11.2011";"27.11.2020";"Bayern";"91809";"Wellheim";"";"";"";"";"09176166";"";"";"";"";"";"10";"1,8";"FuSystems SkyWind GmbH";"FE1048U";"";"";"Horizontalläufer";"Windkraft an Land";"7.6.2021";"";"";"natürliche Person (ABR985761482701)";"ABR985761482701";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"N-ERGIE Netz GmbH (SNB973875583315)";"SNB973875583315";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL950552883524";"EEG996844998200";"E2191501WIXX000000010349289100000";"21.11.2011";"1,47";"";"";"";"";""
"SEE933694547721";"WOS_WEA 05";"In Betrieb";"Wind";"2000";"2000";"19.10.2010";"27.11.2020";"Brandenburg";"01983";"Großräschen";"";"";"Woschkow";"Flur 1: Flurstück 126";"12066112";"51,605115";"14,067871";"";"";"WOS_WEA 05";"105";"90";"Vestas Deutschland GmbH";"Vestas V90";"";"";"Horizontalläufer";"Windkraft an Land";"4.5.2022";"";"";"Ventient Windpark Woschkow GmbH & Co.KG";"ABR955919619365";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL935004585720";"EEG997478684156";"E41081010000000000000000000136069";"19.10.2010";"2000";"";"";"";"";""
"SEE921323265191";"Windanlage";"In Betrieb";"Wind";"3000";"3000";"21.12.2017";"27.11.2020";"Saarland";"66706";"Perl";"";"";"Oberleuken";"Flur15: 50";"10042114";"49,514271";"6,436696";"";"";"Windpark Perl Renglischberg";"149";"115";"ENERCON GmbH";"E115";"";"";"Horizontalläufer";"Windkraft an Land";"26.11.2022";"";"";"Windpark Perl Renglischberg UG (haftungsbeschränkt) & Co. KG";"ABR962315582698";"Volleinspeisung";"SGE978411835385";"energis-Netzgesellschaft mbH (SNB976379598847)";"SNB976379598847";"Geprüft";"Mittelspannung";"SEL984389798690";"EEG993968931915";"E33021010000000005049050222300001";"21.12.2017";"3000";"";"";"";"";""
"SEE923323357395";"E 8";"In Betrieb";"Wind";"3050";"3050";"9.9.2014";"27.11.2020";"Schleswig-Holstein";"24980";"Hörup";"";"";"Hörup";"9: 37";"01059123";"54,725703";"9,136072";"";"";"Windpark";"99";"101";"ENERCON GmbH";"E-101";"";"";"Horizontalläufer";"Windkraft an Land";"21.1.2021";"";"";"H & N Bürgerwind GmbH ＆ Co. KG";"ABR955809928218";"Volleinspeisung";"SGE934198776808";"Schleswig-Holstein Netz AG (SNB919861978666)";"SNB919861978666";"Geprüft";"Mittelspannung";"SEL979412025881";"EEG904407057189";"E2079301EA08000000000070093700008";"9.9.2014";"3050";"";"";"";"";""
"SEE980225535689";"Windanlage";"In Betrieb";"Wind";"3000";"3000";"23.3.2018";"27.11.2020";"Saarland";"66706";"Perl";"";"";"Sinz";"Flur17: 11-3, 12-3";"10042114";"49,519347";"6,443266";"";"";"Windpark Perl Renglischberg";"149";"115";"ENERCON GmbH";"E115";"";"";"Horizontalläufer";"Windkraft an Land";"26.11.2022";"";"";"Windpark Perl Renglischberg UG (haftungsbeschränkt) & Co. KG";"ABR962315582698";"Volleinspeisung";"SGE969039436344";"energis-Netzgesellschaft mbH (SNB976379598847)";"SNB976379598847";"Geprüft";"Mittelspannung";"SEL984389798690";"EEG989955570304";"E33021010000000005049050222300004";"23.3.2018";"3000";"";"";"";"";""
"SEE968055233357";"WOS_WEA 06";"In Betrieb";"Wind";"2000";"2000";"15.10.2010";"27.11.2020";"Brandenburg";"01983";"Großräschen";"";"";"Dörrwalde";"Flur 1: Flurstück 46 / 1";"12066112";"51,602438";"14,06937";"";"";"WOS_WEA 06";"105";"90";"Vestas Deutschland GmbH";"Vestas V90";"";"";"Horizontalläufer";"Windkraft an Land";"31.5.2022";"";"";"Ventient Windpark Woschkow GmbH & Co.KG";"ABR955919619365";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL935004585720";"EEG978672728167";"E41081010000000000000000000136070";"15.10.2010";"2000";"";"";"";"";""
"SEE995945193934";"E 9";"In Betrieb";"Wind";"3050";"3050";"7.11.2014";"27.11.2020";"Schleswig-Holstein";"24980";"Nordhackstedt";"";"";"Nordhackstedt";"11: 2/4";"01059149";"54,730786";"9,145232";"";"";"Windpark";"99";"101";"ENERCON GmbH";"E-101";"";"";"Horizontalläufer";"Windkraft an Land";"21.1.2021";"";"";"H & N Bürgerwind GmbH ＆ Co. KG";"ABR955809928218";"Volleinspeisung";"SGE955502663744";"Schleswig-Holstein Netz AG (SNB919861978666)";"SNB919861978666";"Geprüft";"Mittelspannung";"SEL979412025881";"EEG965870388842";"E2079301EA09000000000070093700009";"7.11.2014";"3050";"";"";"";"";""
"SEE995089146223";"WK44";"In Betrieb";"Wind";"5230";"5230";"9.11.2017";"27.11.2020";"Ausschließliche Wirtschaftszone";"";"";"";"";"";"";"";"54,823058";"14,066255";"";"";"WIKINGER";"97,5";"135";"Adwen GmbH";"ADWEN AD5-135";"";"";"Horizontalläufer";"Windkraft auf See";"26.2.2021";"";"";"Wikinger Offshore Deutschland";"ABR945451105860";"Volleinspeisung";"SGE917279461763";"50Hertz Transmission GmbH (SNB982046657236)";"SNB982046657236";"Geprüft";"Höchstspannung";"SEL997728577467";"EEG945953486535";"E40450LUBWIKI0WK4410SGK005WFL0001";"9.11.2017";"5230";"";"";"";"";""
"SEE936262426138";"Fuchsbergneu40";"In Betrieb";"Wind";"600";"600";"20.4.2005";"27.11.2020";"Sachsen-Anhalt";"06688";"Weißenfels";"";"";"Am Bahnhof";"Flur 1 Flurstück 6,1";"15084550";"51,1623";"12,0028";"";"";"Fuchsbergneu40";"65";"44";"ENERCON GmbH";"E40/6.44";"";"";"Horizontalläufer";"Windkraft an Land";"4.3.2022";"";"";"WINDENERGIE Hintz OHG";"ABR958904308251";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL938507158033";"EEG940038265388";"E41081010000000000000000000003950";"20.4.2005";"600";"";"";"";"";""
"SEE948677878952";"WEA 37419";"In Betrieb";"Wind";"2000";"2000";"14.12.2010";"27.11.2020";"Brandenburg";"15926";"Luckau";"";"";"Kreblitz";"Flur 4: Flurstück 28";"12061320";"51,897122";"13,744799";"";"";"Windpark Dubener Platte";"105";"90";"Vestas Deutschland GmbH";"V90";"";"";"Horizontalläufer";"Windkraft an Land";"2.7.2021";"";"";"BKW Dubener Platte Wind GmbH";"ABR966710266191";"Teileinspeisung (einschließlich Eigenverbrauch)";"SGE929564291559";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL933496253981";"EEG934864001395";"E41081010000000000000000000116980";"14.12.2010";"2000";"";"";"";"";""
"SEE941976055925";"WEA 35193";"In Betrieb";"Wind";"2000";"2000";"20.12.2010";"27.11.2020";"Brandenburg";"15926";"Luckau";"";"";"Alte Heide 02";"Flur 7: Flurstück 42";"12061320";"51,895711";"13,752436";"";"";"Windpark Dubener Platte";"105";"90";"Vestas Deutschland GmbH";"V90";"";"";"Horizontalläufer";"Windkraft an Land";"2.7.2021";"";"";"BKW Dubener Platte Wind GmbH";"ABR966710266191";"Teileinspeisung (einschließlich Eigenverbrauch)";"SGE929564291559";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL933496253981";"EEG950473213639";"E41081010000000000000000000116984";"20.12.2010";"2000";"";"";"";"";""
"SEE909364102828";"WEA 35185";"In Betrieb";"Wind";"2000";"2000";"28.12.2010";"27.11.2020";"Brandenburg";"15926";"Luckau";"";"";"Alte Heide 02";"Flur 7: Flurstück 76";"12061320";"51,896627";"13,763437";"";"";"Windpark Dubener Platte";"105";"90";"Vestas Deutschland GmbH";"V90";"";"";"Horizontalläufer";"Windkraft an Land";"2.7.2021";"";"";"BKW Dubener Platte Wind GmbH";"ABR966710266191";"Teileinspeisung (einschließlich Eigenverbrauch)";"SGE929564291559";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL933496253981";"EEG968629076090";"E41081010000000000000000000116985";"28.12.2010";"2000";"";"";"";"";""
"SEE924834771557";"WEA 35191";"In Betrieb";"Wind";"2000";"2000";"29.12.2010";"27.11.2020";"Brandenburg";"15926";"Luckau";"";"";"Duben";"Flur 1: Flurstück 76";"12061320";"51,895898";"13,774426";"";"";"Windpark Dubener Platte";"105";"90";"Vestas Deutschland GmbH";"V90";"";"";"Horizontalläufer";"Windkraft an Land";"2.7.2021";"";"";"BKW Dubener Platte Wind GmbH";"ABR966710266191";"Teileinspeisung (einschließlich Eigenverbrauch)";"SGE929564291559";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL933496253981";"EEG974679600970";"E41081010000000000000000000116986";"29.12.2010";"2000";"";"";"";"";""
"SEE985040056579";"WEA 40010";"In Betrieb";"Wind";"2000";"2000";"14.12.2010";"27.11.2020";"Brandenburg";"15926";"Luckau";"";"";"Duben";"Flur 1: Flurstück 67";"12061320";"51,895549";"13,785927";"";"";"Windpark Dubener Platte";"105";"90";"Vestas Deutschland GmbH";"V90";"";"";"Horizontalläufer";"Windkraft an Land";"2.7.2021";"";"";"BKW Dubener Platte Wind GmbH";"ABR966710266191";"Teileinspeisung (einschließlich Eigenverbrauch)";"SGE929564291559";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL933496253981";"EEG956294674550";"E41081010000000000000000000116987";"14.12.2010";"2000";"";"";"";"";""
"SEE934040932260";"WEA 37421";"In Betrieb";"Wind";"2000";"2000";"14.12.2010";"27.11.2020";"Brandenburg";"15926";"Luckau";"";"";"Alte Heide 02";"Flur 7: Flurstück 38";"12061320";"51,894168";"13,745883";"";"";"Windpark Dubener Platte";"105";"90";"Vestas Deutschland GmbH";"V90";"";"";"Horizontalläufer";"Windkraft an Land";"2.7.2021";"";"";"BKW Dubener Platte Wind GmbH";"ABR966710266191";"Teileinspeisung (einschließlich Eigenverbrauch)";"SGE929564291559";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL933496253981";"EEG940328539779";"E41081010000000000000000000116988";"14.12.2010";"2000";"";"";"";"";""
"SEE992685661204";"WEA 37420";"In Betrieb";"Wind";"2000";"2000";"9.12.2010";"27.11.2020";"Brandenburg";"15926";"Luckau";"";"";"Alte Heide 02";"Flur 7: Flurstück 85";"12061320";"51,893457";"13,75767";"";"";"Windpark Dubener Platte";"105";"90";"Vestas Deutschland GmbH";"V90";"";"";"Horizontalläufer";"Windkraft an Land";"2.7.2021";"";"";"BKW Dubener Platte Wind GmbH";"ABR966710266191";"Teileinspeisung (einschließlich Eigenverbrauch)";"SGE929564291559";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL933496253981";"EEG992761412515";"E41081010000000000000000000116989";"9.12.2010";"2000";"";"";"";"";""
"SEE993474739128";"WEA 37422";"In Betrieb";"Wind";"2000";"2000";"9.12.2010";"27.11.2020";"Brandenburg";"15926";"Luckau";"";"";"Alte Heide 02";"Flur 7: Flurstück 86";"12061320";"51,893209";"13,763996";"";"";"Windpark Dubener Platte";"105";"90";"Vestas Deutschland GmbH";"V90";"";"";"Horizontalläufer";"Windkraft an Land";"2.7.2021";"";"";"BKW Dubener Platte Wind GmbH";"ABR966710266191";"Teileinspeisung (einschließlich Eigenverbrauch)";"SGE929564291559";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL933496253981";"EEG925486670991";"E41081010000000000000000000116990";"9.12.2010";"2000";"";"";"";"";""
"SEE937033769782";"WEA 40008";"In Betrieb";"Wind";"2000";"2000";"9.12.2010";"27.11.2020";"Brandenburg";"15926";"Luckau";"";"";"Alte Heide 02";"Flur 7: Flurstück 113";"12061320";"51,893107";"13,77148";"";"";"Windpark Dubener Platte";"105";"90";"Vestas Deutschland GmbH";"V90";"";"";"Horizontalläufer";"Windkraft an Land";"2.7.2021";"";"";"BKW Dubener Platte Wind GmbH";"ABR966710266191";"Teileinspeisung (einschließlich Eigenverbrauch)";"SGE929564291559";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL933496253981";"EEG957977209632";"E41081010000000000000000000116991";"9.12.2010";"2000";"";"";"";"";""
"SEE979983345791";"WEA 40011";"In Betrieb";"Wind";"2000";"2000";"6.12.2010";"27.11.2020";"Brandenburg";"15926";"Luckau";"";"";"Duben";"Flur 2: Flurstück 9";"12061320";"51,892806";"13,777009";"";"";"Windpark Dubener Platte";"105";"90";"Vestas Deutschland GmbH";"V90";"";"";"Horizontalläufer";"Windkraft an Land";"2.7.2021";"";"";"BKW Dubener Platte Wind GmbH";"ABR966710266191";"Teileinspeisung (einschließlich Eigenverbrauch)";"SGE929564291559";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL933496253981";"EEG929646703239";"E41081010000000000000000000116992";"6.12.2010";"2000";"";"";"";"";""
"SEE919151606859";"WEA 40009";"In Betrieb";"Wind";"2000";"2000";"9.12.2010";"27.11.2020";"Brandenburg";"15926";"Luckau";"";"";"Duben";"Flur 2: Flurstück 22";"12061320";"51,892503";"13,782551";"";"";"Windpark Dubener Platte";"105";"90";"Vestas Deutschland GmbH";"V90";"";"";"Horizontalläufer";"Windkraft an Land";"2.7.2021";"";"";"BKW Dubener Platte Wind GmbH";"ABR966710266191";"Teileinspeisung (einschließlich Eigenverbrauch)";"SGE929564291559";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL933496253981";"EEG989086949864";"E41081010000000000000000000116993";"9.12.2010";"2000";"";"";"";"";""
"SEE917627540546";"WEA 1 SE301045";"In Betrieb";"Wind";"3370";"3370";"1.6.2016";"28.11.2020";"Niedersachsen";"26831";"Bunde";"Heerenweg";" -";"";"";"03457024";"53,204021";"7,226822";"";"";"";"93";"114";"Senvion Deutschland GmbH";"3.4 M 114";"";"";"Horizontalläufer";"Windkraft an Land";"10.12.2020";"";"";"Windpark Charlottenpolder GmbH&Co.KG";"ABR908197915490";"Volleinspeisung";"SGE946460611991";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Hochspannung";"SEL914553361238";"EEG973548486363";"E2187801EA10HEERENWEG074170500001";"1.6.2016";"3370";"";"";"";"";""
"SEE935623223522";"WEA 2 SE301044";"In Betrieb";"Wind";"3370";"3370";"26.5.2016";"28.11.2020";"Niedersachsen";"26831";"Bunde";"Heerenweg";" -";"";"";"03457024";"53,201727";"7,229236";"";"";"";"93";"114";"Senvion Deutschland GmbH";"3.4 M 114";"";"";"Horizontalläufer";"Windkraft an Land";"4.12.2020";"";"";"Windpark Charlottenpolder GmbH&Co.KG";"ABR908197915490";"Volleinspeisung";"SGE946460611991";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Hochspannung";"SEL914553361238";"EEG942528496272";"E2187801EA10HEERENWEG074170500002";"26.5.2016";"3370";"";"";"";"";""
"SEE924663687777";"Windrad";"In Betrieb";"Wind";"9,9";"9,9";"8.3.2018";"23.12.2020";"Niedersachsen";"21698";"Harsefeld";"";"";"";"";"03359023";"";"";"";"";"Weißenfelde";"24";"14";"TOZZI NORD S.R.L.";"TN535";"";"";"Horizontalläufer";"Windkraft an Land";"27.5.2021";"";"";"natürliche Person (ABR957677480409)";"ABR957677480409";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"EWE NETZ GmbH (SNB951051725711)";"SNB951051725711";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL985165070924";"EEG997921493205";"E21846010000000100000005919700001";"8.3.2018";"9,9";"";"";"";"";""
